binding_id,row_type,row_id,bibtex_key,operation,kind,automaton_id,role,source,linked_strategy_ids,linked_error_ids,link_ids,evidence
strategy:472:division:fair_share_equal_groups,strategy,472,ESM_Graeber_1990_Insights,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,unit_conversion_division | partitive; sharing; share | unit_conversion_division
strategy:473:diagnostic:rigorous_counting_procedure,strategy,473,ESM_Gray_1999_Knowledge,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,count_all | one-to-one correspondence | count_all
strategy:474:addition:count_on_from_larger,strategy,474,ESM_Gray_1999_Knowledge,addition,count_on_from_larger,addition:count_on_from_larger,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,count_on | counting on; count on; count on by | count_on
strategy:475:addition:known_fact_retrieval,strategy,475,ESM_Gray_1999_Knowledge,addition,known_fact_retrieval,addition:known_fact_retrieval,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38736,447,known_facts | known facts; known fact; recognize the number combination; retrieve the stored result; stored result from memory; state the memorized sum; memorized sum | known_facts
strategy:476:addition:derived_fact_adjustment,strategy,476,ESM_Gray_1999_Knowledge,addition,derived_fact_adjustment,addition:derived_fact_adjustment,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,derived_facts | derived facts; derived fact; nearby known fact; adjust the known result; recall a nearby known fact; transform one addend or total | derived_facts
strategy:477:addition:count_on_from_larger,strategy,477,ESM_Gray_1999_Knowledge,addition,count_on_from_larger,addition:count_on_from_larger,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,count_on_from_largest | counting on; count on; count on from largest; count on by; larger addend | count_on_from_largest
strategy:481:algebraic:programming_expression_evaluation,strategy,481,ESM_Gray_1999_Knowledge,algebraic,programming_expression_evaluation,algebraic:programming_expression_evaluation,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,programming_expression_evaluation | programming expression evaluation | programming_expression_evaluation
strategy:482:calculus:direct_substitution,strategy,482,ESM_Hardy_2009_Students',calculus,direct_substitution,calculus:direct_substitution,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,direct_substitution | direct substitution; substitute the constant; compute the resulting quotient | direct_substitution
strategy:483:calculus:factor_cancel_substitute,strategy,483,ESM_Hardy_2009_Students',calculus,factor_cancel_substitute,calculus:factor_cancel_substitute,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,factor_cancel_substitute | factor cancel substitute; difference of squares; recognize x^2 - 9 as a difference of squares; cancel the common factor | factor_cancel_substitute
strategy:500:integer:signed_addition_with_sign_relation,strategy,500,ESM_HeydMetzuyanim_2013_Co-construction,integer,signed_addition_with_sign_relation,integer:signed_addition_with_sign_relation,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,arrows_method | arrows_method; arrows method; number-line arrows; move right for a positive addend; move left for a negative addend; read the landing point as the sum; start at zero on the number line; number line arrows
strategy:511:multiplication:multiplication_fact_retrieval,strategy,511,ESM_HeydMetzuyanim_2016_Between,multiplication,multiplication_fact_retrieval,multiplication:multiplication_fact_retrieval,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,multiplication_fact_retrieval | multiplication fact retrieval; knowing multiplication facts; multiplication facts; three lots of three; three multiplied by three; instant: 9 | multiplication_fact_retrieval
strategy:560:diagnostic:rigorous_counting_procedure,strategy,560,ESM_Krummheuer_2013_Relationship,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,turn_by_turn_fair_sharing | one-to-one correspondence | turn_by_turn_fair_sharing
strategy:560:division:fair_share_equal_groups,strategy,560,ESM_Krummheuer_2013_Relationship,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,turn_by_turn_fair_sharing | partitive; sharing; fair sharing; share; dealing | turn_by_turn_fair_sharing
strategy:563:multiplication:coordinate_groups_items,strategy,563,ESM_Levenson_2013_Exploring,multiplication,coordinate_groups_items,multiplication:coordinate_groups_items,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,take_stuff | equal groups; groups of objects; sets of; count the total objects; draw or hold up the grouped objects; grouped objects; represent each factor as equal groups | take_stuff
strategy:564:multiplication:commute_factors_preserve_product,strategy,564,ESM_Levenson_2013_Exploring,multiplication,commute_factors_preserve_product,multiplication:commute_factors_preserve_product,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,same_action | same action; taking 2 and multiplying it by 3; taking 3 and multiplying it by 2 | same_action
strategy:581:integer:signed_addition_with_sign_relation,strategy,581,ESM_Linchevski_1999_Using,integer,signed_addition_with_sign_relation,integer:signed_addition_with_sign_relation,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,disco_net_addition | integer addition; disco_net_addition; net in-out change; map positive numbers to people going in; map negative numbers to people going out; compare the in count with the out count; report the net direction
strategy:602:ratio:scale_ratio_unit,strategy,602,ESM_Miyakawa_2009_Didactical,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,common_multiple_scaling | equivalent ratios; equivalent ratio | common_multiple_scaling
strategy:609:diagnostic:rigorous_counting_procedure,strategy,609,ESM_Monaghan_2001_Young,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,one_to_one_correspondence | one-to-one correspondence | one_to_one_correspondence
strategy:627:division:measure_groups_of_size,strategy,627,ESM_Neuman_1999_Early,division,measure_groups_of_size,division:measure_groups_of_size,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,39467;39468,412;674,counting_items_on_drawings | quotitive; bags; placing | counting_items_on_drawings
strategy:628:division:measure_groups_of_size,strategy,628,ESM_Neuman_1999_Early,division,measure_groups_of_size,division:measure_groups_of_size,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,39467;39468,414;678,counting_on | quotitive; bags | counting_on
strategy:629:division:measure_groups_of_size,strategy,629,ESM_Neuman_1999_Early,division,measure_groups_of_size,division:measure_groups_of_size,productive_strategy,strategy_instances.maps_to_existing_automaton,,39467;39468,492;661,repeated_addition
strategy:629:division:missing_factor_repeated_addition,strategy,629,ESM_Neuman_1999_Early,division,missing_factor_repeated_addition,division:missing_factor_repeated_addition,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,repeated_addition | repeated addition; use the divisor as the repeated addend; divisor was repeatedly added; add six repeatedly; raise one finger for each addend; raise one finger | repeated_addition
strategy:630:division:partial_quotient_chunking,strategy,630,ESM_Neuman_1999_Early,division,partial_quotient_chunking,division:partial_quotient_chunking,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,repeated_doubling_chunks | chunked repeated addition; repeated doubling chunks | repeated_doubling_chunks
strategy:631:division:measure_groups_of_size,strategy,631,ESM_Neuman_1999_Early,division,measure_groups_of_size,division:measure_groups_of_size,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,39467;39468,409;662,square_number_chunks | quotitive; per bag; bags | square_number_chunks
strategy:632:division:measure_groups_of_size,strategy,632,ESM_Neuman_1999_Early,division,measure_groups_of_size,division:measure_groups_of_size,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,39467;39468,410;663,multiples_of_ten_chunks | quotitive; group size; bags | multiples_of_ten_chunks
strategy:633:division:measure_groups_of_size,strategy,633,ESM_Neuman_1999_Early,division,measure_groups_of_size,division:measure_groups_of_size,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,39467;39468,499;679,distributive_associative_chunks | quotitive; grouping | distributive_associative_chunks
strategy:634:division:inverse_fact_decomposition,strategy,634,ESM_Neuman_1999_Early,division,inverse_fact_decomposition,division:inverse_fact_decomposition,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,known_products_division | known products; known product; known products division; known products to divide; reversed multiplication; use the missing factor as the quotient; multiplication fact; division sentence | known_products_division
strategy:635:division:fair_share_equal_groups,strategy,635,ESM_Neuman_1999_Early,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,dealing_one_at_a_time | partitive; sharing; share; each boy; dealing; marbles shared | dealing_one_at_a_time
strategy:636:division:fair_share_equal_groups,strategy,636,ESM_Neuman_1999_Early,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,estimate_adjust | partitive; sharing; share; each boy | estimate_adjust
strategy:637:division:fair_share_equal_groups,strategy,637,ESM_Neuman_1999_Early,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,repeated_halving | partitive; sharing; equal sharing; each boy | repeated_halving
strategy:638:division:fair_share_equal_groups,strategy,638,ESM_Neuman_1999_Early,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,repeated_estimation | partitive; sharing; share | repeated_estimation
strategy:662:diagnostic:rigorous_counting_procedure,strategy,662,ESM_Sadovsky_2005_Adidactic,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,detect_repeated_solutions | one-to-one correspondence | detect_repeated_solutions
strategy:663:division:measure_groups_of_size,strategy,663,ESM_Saenzludlow_1995_Ann's,division,measure_groups_of_size,division:measure_groups_of_size,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,iterable_composite_unit_counting | equal grouping; grouping; disembed equal composite units; count each composite unit | iterable_composite_unit_counting
strategy:664:diagnostic:rigorous_counting_procedure,strategy,664,ESM_Saenzludlow_1995_Ann's,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,unit_rate_iteration | one-to-one correspondence | unit_rate_iteration
strategy:678:addition:make_ten_split_leftover,strategy,678,ESM_Saenzludlow_1998_Third,addition,make_ten_split_leftover,addition:make_ten_split_leftover,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,make_tens | make ten; make tens | make_tens
strategy:680:addition:base_ones_chunking,strategy,680,ESM_Saenzludlow_1998_Third,addition,base_ones_chunking,addition:base_ones_chunking,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,larger_first_decomposition | decompose; tens and ones | larger_first_decomposition
strategy:682:addition:make_ten_split_leftover,strategy,682,ESM_Saenzludlow_1998_Third,addition,make_ten_split_leftover,addition:make_ten_split_leftover,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,make_one_ten | make ten; make one ten; decompose 15 into 10 and 5; pair the decomposed | make_one_ten
strategy:697:fraction:unit_fraction_iteration,strategy,697,ESM_Sensevy_1996_Fabrication,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,ordre_de_grandeur | improper fraction; improper fractions | ordre_de_grandeur
strategy:735:multiplication:repeat_equal_groups,strategy,735,ESM_Steinbring_1997_Epistemological,multiplication,repeat_equal_groups,multiplication:repeat_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,dot_field_counting | skip count; skip counting; counting by twos | dot_field_counting
strategy:737:subtraction:take_away_base_ones,strategy,737,ESM_Steinbring_1997_Epistemological,subtraction,take_away_base_ones,subtraction:take_away_base_ones,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,minus_ten_minus_eight | subtract 10; subtract 8; decomposing the subtrahend; split 18 into 10 and 8 | minus_ten_minus_eight
strategy:746:ratio:scale_ratio_unit,strategy,746,ESM_Streefland_1984_Search,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,ratio_table | multiplicative scaling; equivalent ratios; equivalent ratio; ratio table | ratio_table
strategy:759:decimal:decimal_multiplication_rule,strategy,759,ESM_Tirosh_1989_Preservice,decimal,decimal_multiplication_rule,decimal:decimal_multiplication_rule,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,move_decimal_point | decimal point rule; place the decimal point; decimal multiplication; apply the decimal-point rule for multiplication; decimal-point rule for multiplication; decimal point procedure; move_decimal_point
strategy:761:multiplication:coordinate_groups_items,strategy,761,ESM_Tirosh_1989_Preservice,multiplication,coordinate_groups_items,multiplication:coordinate_groups_items,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,fractional_sets | equal groups; sets of | fractional_sets
strategy:767:decimal:ecuadorian_decimal_long_division,strategy,767,ESM_Tirosh_1989_Preservice,decimal,ecuadorian_decimal_long_division,decimal:ecuadorian_decimal_long_division,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,equivalent_whole_number_division | move decimal points to make a whole-number divisor; equivalent whole-number divisor; equivalent_whole_number_division; rewrite the fractional divisor as a decimal; use the equivalent division to compare the quotient
strategy:855:decimal:decimal_multiplication_rule,strategy,855,IJSME_Lai_2015_Hong,decimal,decimal_multiplication_rule,decimal:decimal_multiplication_rule,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,decimal_multiplication_rule | decimal multiplication rule; count the decimal places; place the decimal point; decimal multiplication; count decimal places in both factors; place the decimal point accordingly; ignore the decimal points temporarily; multiply using the whole-number algorithm; decimal point placement | decimal_multiplication_rule
strategy:856:decimal:ecuadorian_decimal_long_division,strategy,856,IJSME_Lai_2015_Hong,decimal,ecuadorian_decimal_long_division,decimal:ecuadorian_decimal_long_division,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,equivalent_fraction_division | multiply dividend and divisor by 10 | equivalent_fraction_division
strategy:862:fraction:unit_fraction_iteration,strategy,862,IJSME_Lee_2015_Distributive,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,40372,688,unit_fraction_bar_transformation | iterating a unit fraction | unit_fraction_bar_transformation
strategy:914:decimal:decimal_multiplication_rule,strategy,914,IJSME_Yang_2004_Study,decimal,decimal_multiplication_rule,decimal:decimal_multiplication_rule,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,decimal_place_rule | decimal multiplication rule; place the decimal point; decimal multiplication; standard_decimal_multiplication_rule; standard decimal multiplication rule; count decimal digits in both factors; decimal place rule; placing the decimal point | decimal_place_rule
strategy:934:fraction:unit_fraction_iteration,strategy,934,JMB_Biddlecomb_2002_Numerical,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38477,654,fractional_sequence_difference | improper fraction; improper fractions | fractional_sequence_difference
strategy:936:fraction:unit_fraction_iteration,strategy,936,JMB_Biddlecomb_2002_Numerical,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38477,632,nonunit_fraction_iteration | unit fraction iteration; improper fraction; improper fractions | nonunit_fraction_iteration
strategy:948:fraction:unit_fraction_iteration,strategy,948,JMB_Boyce_2017_Dylans,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38279,675,iterate_quarters_to_dollar | unit fraction iteration | iterate_quarters_to_dollar
strategy:959:multiplication:repeat_equal_groups,strategy,959,JMB_Boyce_2017_Dylans,multiplication,repeat_equal_groups,multiplication:repeat_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,chain_discrete_unit_counts | skip count; skip counting; count by; counting by tens | chain_discrete_unit_counts
strategy:962:fraction:unit_fraction_iteration,strategy,962,JMB_Boyce_2017_Dylans,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38279,680,decompose_improper_fraction | improper fraction; improper fractions | decompose_improper_fraction
strategy:972:diagnostic:rigorous_counting_procedure,strategy,972,JMB_Brousseau_1999_Case,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,draw_and_color | one-to-one correspondence | draw_and_color
strategy:980:diagnostic:rigorous_counting_procedure,strategy,980,JMB_Brousseau_1999_Case,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,counting_backwards | one-to-one correspondence | counting_backwards
strategy:982:addition:column_addition_with_carrying,strategy,982,JMB_Brousseau_1999_Case,addition,column_addition_with_carrying,addition:column_addition_with_carrying,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,column_addition | column addition; add the digits in a column; write the units digit; carry to the next column | column_addition
strategy:986:addition:make_ten_split_leftover,strategy,986,JMB_Brousseau_1999_Case,addition,make_ten_split_leftover,addition:make_ten_split_leftover,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,making_ten | make ten; split 4 into 1 and 3 | making_ten
strategy:1000:ratio:scale_ratio_unit,strategy,1000,JMB_Brousseau_2008_Rationals,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,consistent_image_check | unit rate; scale factor | consistent_image_check
strategy:1008:decimal:decimal_multiplication_rule,strategy,1008,JMB_Brousseau_2008_Rationals,decimal,decimal_multiplication_rule,decimal:decimal_multiplication_rule,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,decimal_fraction_multiplication | decimal multiplication; decimal point placement | decimal_fraction_multiplication
strategy:1042:ratio:scale_ratio_unit,strategy,1042,JMB_Clark_2003_Comparison,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,cross_multiplication_procedure | equivalent ratios; equivalent ratio; missing value proportion; missing-value proportion; missing value problem | cross_multiplication_procedure
strategy:1056:subtraction:decompose_base_for_ones,strategy,1056,JMB_Ebby_2005_Powers,subtraction,decompose_base_for_ones,subtraction:decompose_base_for_ones,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38377,407,standard_subtraction_algorithm | standard subtraction algorithm; regroup | standard_subtraction_algorithm
strategy:1058:division:fair_share_equal_groups,strategy,1058,JMB_Ebby_2005_Powers,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,concrete_sharing_model | sharing; equal sharing; each person | concrete_sharing_model
strategy:1059:subtraction:count_up_missing_addend,strategy,1059,JMB_Ebby_2005_Powers,subtraction,count_up_missing_addend,subtraction:count_up_missing_addend,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,counting_up_on_fingers | counting up; count up | counting_up_on_fingers
strategy:1061:fraction:unit_fraction_iteration,strategy,1061,JMB_Ebby_2005_Powers,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,times_and_add | improper fraction; improper fractions | times_and_add
strategy:1062:multiplication:repeat_equal_groups,strategy,1062,JMB_Ebby_2005_Powers,multiplication,repeat_equal_groups,multiplication:repeat_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,standard_multiplication_algorithm | repeated addition; repeat | standard_multiplication_algorithm
strategy:1070:fraction:unit_fraction_iteration,strategy,1070,JMB_Gutstein_1999_Learning,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38396,681,improper_fraction_strips | improper fraction; improper fractions | improper_fraction_strips
strategy:1071:fraction:unit_fraction_iteration,strategy,1071,JMB_Gutstein_1999_Learning,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38396,682,count_fraction_pieces | improper fraction; improper fractions | count_fraction_pieces
strategy:1075:fraction:unit_fraction_iteration,strategy,1075,JMB_Hackenberg_2013_Fractional,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38571,702,iterating_fair_share | unit fraction iteration | iterating_fair_share
strategy:1076:fraction:unit_fraction_iteration,strategy,1076,JMB_Hackenberg_2013_Fractional,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38571,703,iterating_one_third | unit fraction iteration | iterating_one_third
strategy:1077:fraction:unit_fraction_iteration,strategy,1077,JMB_Hackenberg_2013_Fractional,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38571,704,reversible_pufs | iterating a unit fraction | reversible_pufs
strategy:1085:ratio:scale_ratio_unit,strategy,1085,JMB_Hunt_2015_Notions,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,abbreviated_build_up | equivalent ratio; scale factor; ratio table | abbreviated_build_up
strategy:1114:division:fair_share_equal_groups,strategy,1114,JMB_Lannin_2006_Recursive,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,pizza_numeric_explicit | sharing; equal sharing; share; each person | pizza_numeric_explicit
strategy:1115:division:fair_share_equal_groups,strategy,1115,JMB_Lannin_2006_Recursive,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,pizza_contextual_division | partitive; sharing; equal sharing; share; each person | pizza_contextual_division
strategy:1116:division:fair_share_equal_groups,strategy,1116,JMB_Lannin_2006_Recursive,division,fair_share_equal_groups,division:fair_share_equal_groups,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,pizza_cell_division | sharing; equal sharing | pizza_cell_division
strategy:1147:fraction:unit_fraction_iteration,strategy,1147,JMB_Nabors_2003_From,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38421,671,reverse_partition_numerator | improper fraction; improper fractions | reverse_partition_numerator
strategy:1157:fraction:unit_fraction_iteration,strategy,1157,JMB_Norton_2013_Cognitive,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,unit_fraction_iteration | unit fraction iteration | unit_fraction_iteration
strategy:1165:fraction:unit_fraction_iteration,strategy,1165,JMB_Olive_2006_Making,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38456,608,bags_make_whole | unit fraction iteration | bags_make_whole
strategy:1167:fraction:unit_fraction_iteration,strategy,1167,JMB_Olive_2006_Making,fraction,unit_fraction_iteration,fraction:unit_fraction_iteration,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,38456,607,iterated_unit_notation | unit fraction iteration | iterated_unit_notation
strategy:1192:ratio:scale_ratio_unit,strategy,1192,JMB_Ramful_2008_Reversibility,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,equivalent_fraction_template | missing value proportion; missing-value proportion | equivalent_fraction_template
strategy:1193:ratio:scale_ratio_unit,strategy,1193,JMB_Ramful_2008_Reversibility,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,direct_fraction_template | missing value proportion; missing-value proportion | direct_fraction_template
strategy:1194:ratio:scale_ratio_unit,strategy,1194,JMB_Ramful_2008_Reversibility,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,unit_ratio_scaling | unit ratio; missing value proportion; missing-value proportion | unit_ratio_scaling
strategy:1196:ratio:scale_ratio_unit,strategy,1196,JMB_Ramful_2008_Reversibility,ratio,scale_ratio_unit,ratio:scale_ratio_unit,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,external_representation_support | missing value proportion; missing-value proportion | external_representation_support
strategy:1218:diagnostic:rigorous_counting_procedure,strategy,1218,JMB_SaenzLudlow_2003_Collective,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,finger_recorded_skip_counting | one-to-one correspondence | finger_recorded_skip_counting
strategy:1220:diagnostic:rigorous_counting_procedure,strategy,1220,JMB_SaenzLudlow_2003_Collective,diagnostic,rigorous_counting_procedure,diagnostic:rigorous_counting_procedure,productive_strategy,strategy_instances.maps_to_existing_automaton;automaton_instance_bindings:strategy_row_mapper,,,,explicit_double_counting | one-to-one correspondence | explicit_double_counting
